"","loci.group_name","loci.value","starts.value","ends.value"
"13782","ENST00000336283","5",140557250,140557268
"13783","ENST00000602775","5",140557250,140557268
"13784","ENST00000523259","5",140557250,140557268
"13785","ENST00000520427","5",140557250,140557268
"13786","ENST00000602875","5",140557250,140557268
"13787","ENST00000336283","5",140557235,140557253
"13788","ENST00000602775","5",140557235,140557253
"13789","ENST00000523259","5",140557235,140557253
"13790","ENST00000520427","5",140557235,140557253
"13791","ENST00000602875","5",140557235,140557253
"13792","ENST00000336283","5",140557210,140557228
"13793","ENST00000602775","5",140557210,140557228
"13794","ENST00000523259","5",140557210,140557228
"13795","ENST00000520427","5",140557210,140557228
"13796","ENST00000602875","5",140557210,140557228
"13797","ENST00000336283","5",140557198,140557216
"13798","ENST00000602775","5",140557198,140557216
"13799","ENST00000523259","5",140557198,140557216
"13800","ENST00000520427","5",140557198,140557216
"13801","ENST00000602875","5",140557198,140557216
"13802","ENST00000336283","5",140550823,140550841
"13803","ENST00000602775","5",140550823,140550841
"13804","ENST00000523259","5",140550823,140550841
"13805","ENST00000520427","5",140550823,140550841
"13806","ENST00000602875","5",140550823,140550841
"13807","ENST00000336283","5",140550742,140550760
"13808","ENST00000602775","5",140550742,140550760
"13809","ENST00000523259","5",140550742,140550760
"13810","ENST00000520427","5",140550742,140550760
"13811","ENST00000602875","5",140550742,140550760
"13812","ENST00000336283","5",140550847,140550865
"13813","ENST00000602775","5",140550847,140550865
"13814","ENST00000602657","5",140550847,140550865
"13815","ENST00000523259","5",140550847,140550865
"13816","ENST00000520427","5",140550847,140550865
"13817","ENST00000602875","5",140550847,140550865
"13818","ENST00000336283","5",140550813,140550831
"13819","ENST00000602775","5",140550813,140550831
"13820","ENST00000523259","5",140550813,140550831
"13821","ENST00000520427","5",140550813,140550831
"13822","ENST00000602875","5",140550813,140550831
"13823","ENST00000336283","5",140550778,140550796
"13824","ENST00000602775","5",140550778,140550796
"13825","ENST00000523259","5",140550778,140550796
"13826","ENST00000520427","5",140550778,140550796
"13827","ENST00000602875","5",140550778,140550796
"13828","ENST00000336283","5",140550707,140550725
"13829","ENST00000602775","5",140550707,140550725
"13830","ENST00000523259","5",140550707,140550725
"13831","ENST00000520427","5",140550707,140550725
"13832","ENST00000602875","5",140550707,140550725
"13833","ENST00000336283","5",140550223,140550241
"13834","ENST00000602775","5",140550223,140550241
"13835","ENST00000336283","5",140550818,140550836
"13836","ENST00000602775","5",140550818,140550836
"13837","ENST00000523259","5",140550818,140550836
"13838","ENST00000520427","5",140550818,140550836
"13839","ENST00000602875","5",140550818,140550836
"13840","ENST00000336283","5",140550798,140550816
"13841","ENST00000602775","5",140550798,140550816
"13842","ENST00000523259","5",140550798,140550816
"13843","ENST00000520427","5",140550798,140550816
"13844","ENST00000602875","5",140550798,140550816
"13845","ENST00000336283","5",140550779,140550797
"13846","ENST00000602775","5",140550779,140550797
"13847","ENST00000523259","5",140550779,140550797
"13848","ENST00000520427","5",140550779,140550797
"13849","ENST00000602875","5",140550779,140550797
"13850","ENST00000336283","5",140550761,140550779
"13851","ENST00000602775","5",140550761,140550779
"13852","ENST00000523259","5",140550761,140550779
"13853","ENST00000520427","5",140550761,140550779
"13854","ENST00000602875","5",140550761,140550779
"13855","ENST00000336283","5",140550725,140550743
"13856","ENST00000602775","5",140550725,140550743
"13857","ENST00000523259","5",140550725,140550743
"13858","ENST00000520427","5",140550725,140550743
"13859","ENST00000602875","5",140550725,140550743
"13860","ENST00000336283","5",140550882,140550900
"13861","ENST00000602775","5",140550882,140550900
"13862","ENST00000602657","5",140550882,140550900
"13863","ENST00000523259","5",140550882,140550900
"13864","ENST00000520427","5",140550882,140550900
"13865","ENST00000602875","5",140550882,140550900
"13866","ENST00000336283","5",140550429,140550447
"13867","ENST00000602775","5",140550429,140550447
"13868","ENST00000336283","5",140551097,140551115
"13869","ENST00000602775","5",140551097,140551115
"13870","ENST00000602657","5",140551097,140551115
"13871","ENST00000523259","5",140551097,140551115
"13872","ENST00000520427","5",140551097,140551115
"13873","ENST00000602875","5",140551097,140551115
"13874","ENST00000336283","5",140550738,140550756
"13875","ENST00000602775","5",140550738,140550756
"13876","ENST00000523259","5",140550738,140550756
"13877","ENST00000520427","5",140550738,140550756
"13878","ENST00000602875","5",140550738,140550756
"13879","ENST00000336283","5",140550722,140550740
"13880","ENST00000602775","5",140550722,140550740
"13881","ENST00000523259","5",140550722,140550740
"13882","ENST00000520427","5",140550722,140550740
"13883","ENST00000602875","5",140550722,140550740
"13884","ENST00000336283","5",140550708,140550726
"13885","ENST00000602775","5",140550708,140550726
"13886","ENST00000523259","5",140550708,140550726
"13887","ENST00000520427","5",140550708,140550726
"13888","ENST00000602875","5",140550708,140550726
"13889","ENST00000336283","5",140551988,140552006
"13890","ENST00000602775","5",140551988,140552006
"13891","ENST00000523259","5",140551988,140552006
"13892","ENST00000520427","5",140551988,140552006
"13893","ENST00000336283","5",140550670,140550688
"13894","ENST00000602775","5",140550670,140550688
"13895","ENST00000523259","5",140550670,140550688
"13896","ENST00000602875","5",140550670,140550688
"13897","ENST00000336283","5",140550651,140550669
"13898","ENST00000602775","5",140550651,140550669
"13899","ENST00000523259","5",140550651,140550669
"13900","ENST00000602875","5",140550651,140550669
"13901","ENST00000336283","5",140552155,140552173
"13902","ENST00000602775","5",140552155,140552173
"13903","ENST00000523259","5",140552155,140552173
"13904","ENST00000520427","5",140552155,140552173
"13905","ENST00000336283","5",140550632,140550650
"13906","ENST00000602775","5",140550632,140550650
"13907","ENST00000523259","5",140550632,140550650
"13908","ENST00000602875","5",140550632,140550650
"13909","ENST00000336283","5",140551981,140551991
"13910","ENST00000336283","5",140551161,140551169
"13911","ENST00000602775","5",140551981,140551991
"13912","ENST00000602775","5",140551161,140551169
"13913","ENST00000520427","5",140551981,140551991
"13914","ENST00000520427","5",140551161,140551169
"13915","ENST00000336283","5",140550592,140550610
"13916","ENST00000602775","5",140550592,140550610
"13917","ENST00000523259","5",140550592,140550610
"13918","ENST00000602875","5",140550592,140550610
"13919","ENST00000336283","5",140557182,140557200
"13920","ENST00000602775","5",140557182,140557200
"13921","ENST00000523259","5",140557182,140557200
"13922","ENST00000520427","5",140557182,140557200
"13923","ENST00000602875","5",140557182,140557200
"13924","ENST00000336283","5",140550558,140550576
"13925","ENST00000602775","5",140550558,140550576
"13926","ENST00000523259","5",140550558,140550576
"13927","ENST00000602875","5",140550558,140550576
"13928","ENST00000336283","5",140552128,140552146
"13929","ENST00000602775","5",140552128,140552146
"13930","ENST00000523259","5",140552128,140552146
"13931","ENST00000520427","5",140552128,140552146
"13932","ENST00000336283","5",140550529,140550547
"13933","ENST00000602775","5",140550529,140550547
"13934","ENST00000336283","5",140552057,140552075
"13935","ENST00000602775","5",140552057,140552075
"13936","ENST00000523259","5",140552057,140552075
"13937","ENST00000520427","5",140552057,140552075
"13938","ENST00000602775","5",140557344,140557362
"13939","ENST00000523259","5",140557344,140557362
"13940","ENST00000602875","5",140557344,140557362
"13941","ENST00000336283","5",140550880,140550898
"13942","ENST00000602775","5",140550880,140550898
"13943","ENST00000602657","5",140550880,140550898
"13944","ENST00000523259","5",140550880,140550898
"13945","ENST00000520427","5",140550880,140550898
"13946","ENST00000602875","5",140550880,140550898
"13947","ENST00000602775","5",140557261,140557279
"13948","ENST00000523259","5",140557261,140557279
"13949","ENST00000520427","5",140557261,140557279
"13950","ENST00000602875","5",140557261,140557279
"13951","ENST00000336283","5",140557227,140557245
"13952","ENST00000602775","5",140557227,140557245
"13953","ENST00000523259","5",140557227,140557245
"13954","ENST00000520427","5",140557227,140557245
"13955","ENST00000602875","5",140557227,140557245
"13956","ENST00000336283","5",140550153,140550171
"13957","ENST00000602775","5",140550153,140550171
"13958","ENST00000336283","5",140552078,140552096
"13959","ENST00000602775","5",140552078,140552096
"13960","ENST00000523259","5",140552078,140552096
"13961","ENST00000520427","5",140552078,140552096
"13962","ENST00000336283","5",140550881,140550899
"13963","ENST00000602775","5",140550881,140550899
"13964","ENST00000602657","5",140550881,140550899
"13965","ENST00000523259","5",140550881,140550899
"13966","ENST00000520427","5",140550881,140550899
"13967","ENST00000602875","5",140550881,140550899
"13968","ENST00000336283","5",140551981,140551987
"13969","ENST00000336283","5",140551157,140551169
"13970","ENST00000602775","5",140551981,140551987
"13971","ENST00000602775","5",140551157,140551169
"13972","ENST00000520427","5",140551981,140551987
"13973","ENST00000520427","5",140551157,140551169
"13974","ENST00000336283","5",140550690,140550708
"13975","ENST00000602775","5",140550690,140550708
"13976","ENST00000523259","5",140550690,140550708
"13977","ENST00000520427","5",140550690,140550708
"13978","ENST00000602875","5",140550690,140550708
"13979","ENST00000336283","5",140552156,140552174
"13980","ENST00000602775","5",140552156,140552174
"13981","ENST00000523259","5",140552156,140552174
"13982","ENST00000520427","5",140552156,140552174
"13983","ENST00000336283","5",140551119,140551137
"13984","ENST00000602775","5",140551119,140551137
"13985","ENST00000523259","5",140551119,140551137
"13986","ENST00000520427","5",140551119,140551137
"13987","ENST00000602875","5",140551119,140551137
"13988","ENST00000336283","5",140552091,140552109
"13989","ENST00000602775","5",140552091,140552109
"13990","ENST00000523259","5",140552091,140552109
"13991","ENST00000520427","5",140552091,140552109
"13992","ENST00000336283","5",140550756,140550774
"13993","ENST00000602775","5",140550756,140550774
"13994","ENST00000523259","5",140550756,140550774
"13995","ENST00000520427","5",140550756,140550774
"13996","ENST00000602875","5",140550756,140550774
"13997","ENST00000336283","5",140552025,140552043
"13998","ENST00000602775","5",140552025,140552043
"13999","ENST00000523259","5",140552025,140552043
"14000","ENST00000520427","5",140552025,140552043
"14001","ENST00000336283","5",140551984,140552002
"14002","ENST00000602775","5",140551984,140552002
"14003","ENST00000523259","5",140551984,140552002
"14004","ENST00000520427","5",140551984,140552002
"14005","ENST00000336283","5",140551981,140551992
"14006","ENST00000336283","5",140551162,140551169
"14007","ENST00000602775","5",140551981,140551992
"14008","ENST00000602775","5",140551162,140551169
"14009","ENST00000520427","5",140551981,140551992
"14010","ENST00000520427","5",140551162,140551169
"14011","ENST00000336283","5",140551141,140551159
"14012","ENST00000602775","5",140551141,140551159
"14013","ENST00000523259","5",140551141,140551159
"14014","ENST00000520427","5",140551141,140551159
"14015","ENST00000602875","5",140551141,140551159
"14016","ENST00000336283","5",140551150,140551168
"14017","ENST00000602775","5",140551150,140551168
"14018","ENST00000523259","5",140551150,140551168
"14019","ENST00000520427","5",140551150,140551168
"14020","ENST00000602875","5",140551150,140551168
"14021","ENST00000336283","5",140551130,140551148
"14022","ENST00000602775","5",140551130,140551148
"14023","ENST00000523259","5",140551130,140551148
"14024","ENST00000520427","5",140551130,140551148
"14025","ENST00000602875","5",140551130,140551148
"14026","ENST00000336283","5",140551121,140551139
"14027","ENST00000602775","5",140551121,140551139
"14028","ENST00000523259","5",140551121,140551139
"14029","ENST00000520427","5",140551121,140551139
"14030","ENST00000602875","5",140551121,140551139
"14031","ENST00000336283","5",140550709,140550727
"14032","ENST00000602775","5",140550709,140550727
"14033","ENST00000523259","5",140550709,140550727
"14034","ENST00000520427","5",140550709,140550727
"14035","ENST00000602875","5",140550709,140550727
"14036","ENST00000336283","5",140551083,140551101
"14037","ENST00000602775","5",140551083,140551101
"14038","ENST00000602657","5",140551083,140551101
"14039","ENST00000523259","5",140551083,140551101
"14040","ENST00000520427","5",140551083,140551101
"14041","ENST00000602875","5",140551083,140551101
"14042","ENST00000336283","5",140551060,140551067
"14043","ENST00000336283","5",140550900,140550911
"14044","ENST00000602775","5",140551060,140551067
"14045","ENST00000602775","5",140550900,140550911
"14046","ENST00000602657","5",140551060,140551067
"14047","ENST00000602657","5",140550900,140550911
"14048","ENST00000523259","5",140551060,140551067
"14049","ENST00000523259","5",140550900,140550911
"14050","ENST00000520427","5",140551060,140551067
"14051","ENST00000520427","5",140550900,140550911
"14052","ENST00000602875","5",140551060,140551067
"14053","ENST00000602875","5",140550900,140550911
"14054","ENST00000336283","5",140551103,140551121
"14055","ENST00000602775","5",140551103,140551121
"14056","ENST00000602657","5",140551103,140551121
"14057","ENST00000523259","5",140551103,140551121
"14058","ENST00000520427","5",140551103,140551121
"14059","ENST00000602875","5",140551103,140551121
"14060","ENST00000336283","5",140551108,140551126
"14061","ENST00000602775","5",140551108,140551126
"14062","ENST00000602657","5",140551108,140551126
"14063","ENST00000523259","5",140551108,140551126
"14064","ENST00000520427","5",140551108,140551126
"14065","ENST00000602875","5",140551108,140551126
"14066","ENST00000336283","5",140550841,140550859
"14067","ENST00000602775","5",140550841,140550859
"14068","ENST00000602657","5",140550841,140550859
"14069","ENST00000523259","5",140550841,140550859
"14070","ENST00000520427","5",140550841,140550859
"14071","ENST00000602875","5",140550841,140550859
"14072","ENST00000336283","5",140550776,140550794
"14073","ENST00000602775","5",140550776,140550794
"14074","ENST00000523259","5",140550776,140550794
"14075","ENST00000520427","5",140550776,140550794
"14076","ENST00000602875","5",140550776,140550794
"14077","ENST00000336283","5",140551138,140551156
"14078","ENST00000602775","5",140551138,140551156
"14079","ENST00000523259","5",140551138,140551156
"14080","ENST00000520427","5",140551138,140551156
"14081","ENST00000602875","5",140551138,140551156
"14082","ENST00000336283","5",140550861,140550879
"14083","ENST00000602775","5",140550861,140550879
"14084","ENST00000602657","5",140550861,140550879
"14085","ENST00000523259","5",140550861,140550879
"14086","ENST00000520427","5",140550861,140550879
"14087","ENST00000602875","5",140550861,140550879
"14088","ENST00000336283","5",140550866,140550884
"14089","ENST00000602775","5",140550866,140550884
"14090","ENST00000602657","5",140550866,140550884
"14091","ENST00000523259","5",140550866,140550884
"14092","ENST00000520427","5",140550866,140550884
"14093","ENST00000602875","5",140550866,140550884
"14094","ENST00000336283","5",140550797,140550815
"14095","ENST00000602775","5",140550797,140550815
"14096","ENST00000523259","5",140550797,140550815
"14097","ENST00000520427","5",140550797,140550815
"14098","ENST00000602875","5",140550797,140550815
"14099","ENST00000336283","5",140550812,140550830
"14100","ENST00000602775","5",140550812,140550830
"14101","ENST00000523259","5",140550812,140550830
"14102","ENST00000520427","5",140550812,140550830
"14103","ENST00000602875","5",140550812,140550830
"14104","ENST00000336283","5",140551101,140551119
"14105","ENST00000602775","5",140551101,140551119
"14106","ENST00000602657","5",140551101,140551119
"14107","ENST00000523259","5",140551101,140551119
"14108","ENST00000520427","5",140551101,140551119
"14109","ENST00000602875","5",140551101,140551119
"14110","ENST00000336283","5",140551140,140551158
"14111","ENST00000602775","5",140551140,140551158
"14112","ENST00000523259","5",140551140,140551158
"14113","ENST00000520427","5",140551140,140551158
"14114","ENST00000602875","5",140551140,140551158
"14115","ENST00000336283","5",140550845,140550863
"14116","ENST00000602775","5",140550845,140550863
"14117","ENST00000602657","5",140550845,140550863
"14118","ENST00000523259","5",140550845,140550863
"14119","ENST00000520427","5",140550845,140550863
"14120","ENST00000602875","5",140550845,140550863
"14121","ENST00000518961","8",73046131,73046151
"14122","ENST00000276602","8",73046131,73046151
"14123","ENST00000276603","8",73046131,73046151
"14124","ENST00000518961","8",73046127,73046147
"14125","ENST00000276602","8",73046127,73046147
"14126","ENST00000276603","8",73046127,73046147
"14127","ENST00000518961","8",73046121,73046141
"14128","ENST00000276602","8",73046121,73046141
"14129","ENST00000276603","8",73046121,73046141
"14130","ENST00000518961","8",73046672,73046692
"14131","ENST00000276602","8",73046672,73046692
"14132","ENST00000276602","8",73047217,73047237
"14133","ENST00000518961","8",73046123,73046143
"14134","ENST00000276602","8",73046123,73046143
"14135","ENST00000276603","8",73046123,73046143
"14136","ENST00000518961","8",73046125,73046145
"14137","ENST00000276602","8",73046125,73046145
"14138","ENST00000276603","8",73046125,73046145
"14139","ENST00000518961","8",73046117,73046137
"14140","ENST00000276602","8",73046117,73046137
"14141","ENST00000276603","8",73046117,73046137
"14142","ENST00000518961","8",73046276,73046296
"14143","ENST00000276602","8",73046276,73046296
"14144","ENST00000276603","8",73046276,73046296
"14145","ENST00000518961","8",73046129,73046149
"14146","ENST00000276602","8",73046129,73046149
"14147","ENST00000276603","8",73046129,73046149
"14148","ENST00000518961","8",73046135,73046155
"14149","ENST00000276602","8",73046135,73046155
"14150","ENST00000276603","8",73046135,73046155
"14151","ENST00000518961","8",73046903,73046923
"14152","ENST00000276602","8",73046903,73046923
"14153","ENST00000518961","8",73046119,73046139
"14154","ENST00000276602","8",73046119,73046139
"14155","ENST00000276603","8",73046119,73046139
"14156","ENST00000518961","8",73046178,73046198
"14157","ENST00000276602","8",73046178,73046198
"14158","ENST00000276603","8",73046178,73046198
"14159","ENST00000518961","8",73046777,73046797
"14160","ENST00000276602","8",73046777,73046797
"14161","ENST00000518961","8",73046133,73046153
"14162","ENST00000276602","8",73046133,73046153
"14163","ENST00000276603","8",73046133,73046153
"14164","ENST00000276602","8",73047059,73047079
"14165","ENST00000518874","8",73009073,73009093
"14166","ENST00000276602","8",73009073,73009093
"14167","ENST00000518695","8",73009073,73009093
"14168","ENST00000276603","8",73009073,73009093
"14169","ENST00000518961","8",73046469,73046489
"14170","ENST00000276602","8",73046469,73046489
"14171","ENST00000518961","8",73046115,73046135
"14172","ENST00000276602","8",73046115,73046135
"14173","ENST00000276603","8",73046115,73046135
"14174","ENST00000517390","8",73013913,73013933
"14175","ENST00000276602","8",73013913,73013933
"14176","ENST00000276603","8",73013913,73013933
"14177","ENST00000276602","8",73047135,73047155
"14178","ENST00000518874","8",73008879,73008899
"14179","ENST00000276602","8",73008879,73008899
"14180","ENST00000276603","8",73008879,73008899
"14181","ENST00000518874","8",73008888,73008908
"14182","ENST00000276602","8",73008888,73008908
"14183","ENST00000276603","8",73008888,73008908
"14184","ENST00000518961","8",73046012,73046032
"14185","ENST00000276602","8",73046012,73046032
"14186","ENST00000276603","8",73046012,73046032
"14187","ENST00000522018","8",73032043,73032063
"14188","ENST00000518961","8",73032043,73032063
"14189","ENST00000520783","8",73032043,73032063
"14190","ENST00000276602","8",73032043,73032063
"14191","ENST00000276603","8",73032043,73032063
"14192","ENST00000276602","8",73047368,73047388
"14193","ENST00000276602","8",73047287,73047307
"14194","ENST00000518874","8",73009154,73009174
"14195","ENST00000276602","8",73009154,73009174
"14196","ENST00000518695","8",73009154,73009174
"14197","ENST00000276603","8",73009154,73009174
"14198","ENST00000517390","8",73026979,73026999
"14199","ENST00000522018","8",73026979,73026999
"14200","ENST00000276602","8",73026979,73026999
"14201","ENST00000276603","8",73026979,73026999
"14202","ENST00000518874","8",73008948,73008968
"14203","ENST00000276602","8",73008948,73008968
"14204","ENST00000518695","8",73008948,73008968
"14205","ENST00000276603","8",73008948,73008968
"14206","ENST00000518961","8",73046343,73046363
"14207","ENST00000276602","8",73046343,73046363
"14208","ENST00000276603","8",73046343,73046363
"14209","ENST00000276602","8",73047437,73047457
"14210","ENST00000517390","8",73024842,73024861
"14211","ENST00000522018","8",73024842,73024861
"14212","ENST00000276602","8",73024842,73024861
"14213","ENST00000276603","8",73024842,73024861
"14214","ENST00000517390","8",73022222,73022242
"14215","ENST00000518874","8",73022222,73022242
"14216","ENST00000276602","8",73022222,73022242
"14217","ENST00000276603","8",73022222,73022242
"14218","ENST00000518961","8",73039162,73039182
"14219","ENST00000276602","8",73039162,73039182
"14220","ENST00000276603","8",73039162,73039182
"14221","ENST00000517390","8",73020722,73020742
"14222","ENST00000518874","8",73020722,73020742
"14223","ENST00000276602","8",73020722,73020742
"14224","ENST00000276603","8",73020722,73020742
"14225","ENST00000360110","3",196074047,196074065
"14226","ENST00000392396","3",196073948,196073966
"14227","ENST00000420415","3",196073948,196073966
"14228","ENST00000360110","3",196073953,196073971
"14229","ENST00000392396","3",196072077,196072095
"14230","ENST00000420415","3",196072077,196072095
"14231","ENST00000421258","3",196072077,196072095
"14232","ENST00000360110","3",196051937,196051955
"14233","ENST00000392396","3",196051838,196051856
"14234","ENST00000420415","3",196051838,196051856
"14235","ENST00000392396","3",196081848,196081866
"14236","ENST00000360110","3",196051545,196051563
"14237","ENST00000392396","3",196051446,196051464
"14238","ENST00000420415","3",196051446,196051464
"14239","ENST00000360110","3",196082115,196082133
"14240","ENST00000392396","3",196077096,196077114
"14241","ENST00000420415","3",196077096,196077114
"14242","ENST00000421258","3",196077096,196077114
"14243","ENST00000464011","3",196077096,196077114
"14244","ENST00000360110","3",196051615,196051633
"14245","ENST00000392396","3",196051516,196051534
"14246","ENST00000420415","3",196051516,196051534
"14247","ENST00000360110","3",196055104,196055122
"14248","ENST00000392396","3",196053484,196053502
"14249","ENST00000420415","3",196053484,196053502
"14250","ENST00000426789","3",196053484,196053502
"14251","ENST00000360110","3",196069454,196069471
"14252","ENST00000360110","3",196068129,196068130
"14253","ENST00000392396","3",196068031,196068048
"14254","ENST00000392396","3",196067656,196067657
"14255","ENST00000491658","3",196068031,196068048
"14256","ENST00000491658","3",196067656,196067657
"14257","ENST00000420415","3",196068031,196068048
"14258","ENST00000420415","3",196067656,196067657
"14259","ENST00000360110","3",196075218,196075236
"14260","ENST00000392396","3",196074086,196074104
"14261","ENST00000420415","3",196074086,196074104
"14262","ENST00000360110","3",196072054,196072072
"14263","ENST00000392396","3",196071451,196071469
"14264","ENST00000420415","3",196071451,196071469
"14265","ENST00000421258","3",196071451,196071469
"14266","ENST00000360110","3",196082070,196082088
"14267","ENST00000392396","3",196077063,196077069
"14268","ENST00000392396","3",196075348,196075360
"14269","ENST00000421258","3",196077063,196077069
"14270","ENST00000421258","3",196075348,196075360
"14271","ENST00000464011","3",196077063,196077069
"14272","ENST00000464011","3",196075348,196075360
"14273","ENST00000360110","3",196075182,196075200
"14274","ENST00000392396","3",196074050,196074068
"14275","ENST00000420415","3",196074050,196074068
"14276","ENST00000360110","3",196051679,196051697
"14277","ENST00000392396","3",196051580,196051598
"14278","ENST00000420415","3",196051580,196051598
"14279","ENST00000392396","3",196081917,196081935
"14280","ENST00000360110","3",196051633,196051651
"14281","ENST00000392396","3",196051534,196051552
"14282","ENST00000420415","3",196051534,196051552
"14283","ENST00000360110","3",196067540,196067558
"14284","ENST00000392396","3",196065524,196065542
"14285","ENST00000420415","3",196065524,196065542
"14286","ENST00000464368","3",196065524,196065542
"14287","ENST00000360110","3",196065447,196065465
"14288","ENST00000392396","3",196064334,196064352
"14289","ENST00000420415","3",196064334,196064352
"14290","ENST00000464368","3",196064334,196064352
"14291","ENST00000360110","3",196051500,196051518
"14292","ENST00000392396","3",196051401,196051419
"14293","ENST00000420415","3",196051401,196051419
"14294","ENST00000360110","3",196052023,196052041
"14295","ENST00000392396","3",196051924,196051942
"14296","ENST00000420415","3",196051924,196051942
"14297","ENST00000360110","3",196049988,196050006
"14298","ENST00000392396","3",196049889,196049907
"14299","ENST00000420415","3",196049889,196049907
"14300","ENST00000360110","3",196068094,196068112
"14301","ENST00000392396","3",196067621,196067639
"14302","ENST00000491658","3",196067621,196067639
"14303","ENST00000420415","3",196067621,196067639
"14304","ENST00000360110","3",196051281,196051299
"14305","ENST00000392396","3",196051182,196051200
"14306","ENST00000420415","3",196051182,196051200
"14307","ENST00000360110","3",196051695,196051713
"14308","ENST00000392396","3",196051596,196051614
"14309","ENST00000420415","3",196051596,196051614
"14310","ENST00000360110","3",196050684,196050702
"14311","ENST00000392396","3",196050585,196050603
"14312","ENST00000420415","3",196050585,196050603
"14313","ENST00000392396","3",196081981,196081999
"14314","ENST00000392396","3",196081935,196081953
"14315","ENST00000360110","3",196050754,196050772
"14316","ENST00000392396","3",196050655,196050673
"14317","ENST00000420415","3",196050655,196050673
"14318","ENST00000360110","3",196050338,196050356
"14319","ENST00000392396","3",196050239,196050257
"14320","ENST00000420415","3",196050239,196050257
"14321","ENST00000360110","3",196051327,196051345
"14322","ENST00000392396","3",196051228,196051246
"14323","ENST00000420415","3",196051228,196051246
"14324","ENST00000360110","3",196050430,196050448
"14325","ENST00000392396","3",196050331,196050349
"14326","ENST00000420415","3",196050331,196050349
"14327","ENST00000360110","3",196049881,196049899
"14328","ENST00000392396","3",196049782,196049800
"14329","ENST00000420415","3",196049782,196049800
"14330","ENST00000392396","3",196082005,196082023
"14331","ENST00000360110","3",196058573,196058583
"14332","ENST00000360110","3",196058357,196058365
"14333","ENST00000483983","3",196055276,196055294
"14334","ENST00000392396","3",196055276,196055294
"14335","ENST00000463047","3",196055276,196055294
"14336","ENST00000420415","3",196055276,196055294
"14337","ENST00000475593","3",196055276,196055294
"14338","ENST00000360110","3",196051167,196051185
"14339","ENST00000392396","3",196051068,196051086
"14340","ENST00000420415","3",196051068,196051086
"14341","ENST00000360110","3",196062600,196062618
"14342","ENST00000483983","3",196060179,196060185
"14343","ENST00000483983","3",196058620,196058632
"14344","ENST00000392396","3",196060179,196060185
"14345","ENST00000392396","3",196058620,196058632
"14346","ENST00000477148","3",196060179,196060185
"14347","ENST00000477148","3",196058620,196058632
"14348","ENST00000420415","3",196060179,196060185
"14349","ENST00000420415","3",196058620,196058632
"14350","ENST00000465288","3",196060179,196060185
"14351","ENST00000465288","3",196058620,196058632
"14352","ENST00000463356","3",196060179,196060185
"14353","ENST00000463356","3",196058620,196058632
"14354","ENST00000475593","3",196060179,196060185
"14355","ENST00000475593","3",196058620,196058632
"14356","ENST00000360110","3",196068065,196068083
"14357","ENST00000392396","3",196067592,196067610
"14358","ENST00000420415","3",196067592,196067610
"14359","ENST00000360110","3",196049705,196049723
"14360","ENST00000392396","3",196049606,196049624
"14361","ENST00000420415","3",196049606,196049624
"14362","ENST00000360110","3",196077099,196077117
"14363","ENST00000392396","3",196075297,196075315
"14364","ENST00000421258","3",196075297,196075315
"14365","ENST00000464011","3",196075297,196075315
"14366","ENST00000360110","3",196058301,196058319
"14367","ENST00000483983","3",196055220,196055238
"14368","ENST00000392396","3",196055220,196055238
"14369","ENST00000463047","3",196055220,196055238
"14370","ENST00000420415","3",196055220,196055238
"14371","ENST00000475593","3",196055220,196055238
"14372","ENST00000360110","3",196075317,196075335
"14373","ENST00000392396","3",196075218,196075236
"14374","ENST00000421258","3",196075218,196075236
"14375","ENST00000464011","3",196075218,196075236
"14376","ENST00000360110","3",196082151,196082169
"14377","ENST00000392396","3",196082052,196082070
"14378","ENST00000420415","3",196082052,196082070
"14379","ENST00000421258","3",196082052,196082070
"14380","ENST00000464011","3",196082052,196082070
"14381","ENST00000360110","3",196075276,196075294
"14382","ENST00000392396","3",196075177,196075195
"14383","ENST00000421258","3",196075177,196075195
"14384","ENST00000464011","3",196075177,196075195
"14385","ENST00000360110","3",196073929,196073931
"14386","ENST00000360110","3",196072136,196072152
"14387","ENST00000392396","3",196072037,196072055
"14388","ENST00000420415","3",196072037,196072055
"14389","ENST00000421258","3",196072037,196072055
"14390","ENST00000360110","3",196077074,196077092
"14391","ENST00000392396","3",196075272,196075290
"14392","ENST00000421258","3",196075272,196075290
"14393","ENST00000464011","3",196075272,196075290
"14394","ENST00000360110","3",196071401,196071419
"14395","ENST00000392396","3",196069475,196069493
"14396","ENST00000491658","3",196069475,196069493
"14397","ENST00000420415","3",196069475,196069493
"14398","ENST00000360110","3",196053417,196053425
"14399","ENST00000360110","3",196052174,196052184
"14400","ENST00000392396","3",196052075,196052093
"14401","ENST00000420415","3",196052075,196052093
"14402","ENST00000360110","3",196051768,196051786
"14403","ENST00000392396","3",196051669,196051687
"14404","ENST00000420415","3",196051669,196051687
"14405","ENST00000360110","3",196077063,196077065
"14406","ENST00000360110","3",196075344,196075360
"14407","ENST00000392396","3",196075245,196075263
"14408","ENST00000421258","3",196075245,196075263
"14409","ENST00000464011","3",196075245,196075263
"14410","ENST00000360110","3",196075158,196075176
"14411","ENST00000392396","3",196074026,196074044
"14412","ENST00000420415","3",196074026,196074044
"14413","ENST00000360110","3",196075291,196075309
"14414","ENST00000392396","3",196075192,196075210
"14415","ENST00000421258","3",196075192,196075210
"14416","ENST00000464011","3",196075192,196075210
